,PLAYERID,LAST,FIRST,NICKNAME,BIRTHDATE,BIRTH.CITY,DEATHDATE,CEMETERY,CEME.CITY,CEME.STATE,CEME.COUNTRY,CEME.NOTE,BIRTH.NAME,NAME.CHG,BAT.CHG,HOF
567,archefr01,Archer,Frederick Marvin,Fred,03/07/1910,Johnson City,10/31/1981,West Lawn Memorial Park,China Grove,North Carolina,USA,,,,,
568,archige01,Archie,George Albert,George,04/27/1914,Nashville,09/20/2001,Mount Olivet Cemetery,Nashville,Tennessee,USA,,,,,
570,archeji01,Archer,James Patrick,Jimmy,05/13/1883,Dublin,03/29/1958,Sacred Heart Catholic Cemetery,Boone,Iowa,USA,Row W-8,,,,
572,archdma01,Archdeacon,Maurice John,Maurice,12/14/1897,St. Louis,09/05/1954,Memorial Park Cemetery,St. Louis,Missouri,USA,Section 1 Lot 334 Grave 3,,,,
578,ardizru01,Ardizoia,Rinaldo Joseph,Rugger,11/20/1919,Oleggio,07/19/2015,Italian Cemetery,Colma,California,USA,,,,,
579,ardnejo01,Ardner,Joseph A.,Joe,02/27/1858,Mount Vernon,09/15/1935,Woodland Cemetery,Cleveland,Ohio,USA,,,,,
581,arellfr01,Arellanes,Frank Julian,Frank,01/28/1882,Santa Cruz,12/13/1918,Oak Hill Memorial Park,San Jose,California,USA,,,,,
582,arenahi01,Arenas,Hipolito Kanterra,Hipolito,08/13/1907,Tampa,12/28/1995,Rest Haven Memorial Park,Tampa,FL,USA,,,,,
586,arftha01,Arft,Henry Irven,Hank,01/28/1922,Manchester,12/14/2002,St. John Cemetery,Manchester,Missouri,USA,,,,,
592,ariasru01,Arias,Rodolfo (Martinez),Rudy,06/06/1931,Las Villas,01/12/2018,Woodland North Cemetery and Mausoleum,Miami,Florida,USA,,,,,
595,arletbu01,Arlett,Russell Loris,Buzz,01/03/1899,Elmhurst,05/16/1964,Lakewood Cemetery,Minneapolis,Minnesota,USA,Section 41- Lot 562- Grave 7,,,,
603,armbrch01,Armbruster,Charles Anthony,Charlie,08/30/1880,Cincinnati,10/07/1964,Granite Hill Cemetery,Grants Pass,Oregon,USA,,,,,
604,armbred01,Armbrister,Edison Rosanda,Ed,07/04/1948,Nassau,03/17/2021,Lakeview Memorial Gardens,Nassau,New Providence,Bahamas,,,,,
605,armbrha01,Armbruster,Harry Gregory,Harry,03/20/1882,Cincinnati,12/10/1953,St. John Cemetery,Cincinnati,Ohio,USA,,,,,
606,armbror01,Armbrust,Orville Martin,Orville,03/02/1908,Beirne,10/02/1967,Magnolia Cemetery,Mobile,Alabama,USA,,,,,
610,armoubu01,Armour,Alfred Allen,Buddy,04/27/1915,Madison,04/15/1974,Oakland Cemetery,Carbondale,IL,USA,,,,,
611,armoubi99,Armour,William Reginald,Bill,09/03/1869,Homestead,12/02/1922,Homestead Cemetery,Homestead,Pennsylvania,USA,,,,,
614,armstge01,Armstrong,Noble George,George,06/03/1924,Orange,07/24/1993,Cremated,,,,,,,,
615,armstho01,Armstrong,Howard Elmer,Howard,12/02/1889,East Claridon,03/08/1926,Woodlawn Cemetery,Canisteo,New York,USA,,,,,
617,colonba01,Armstead,James,Jimmie,09/08/1919,Birmingham,11/09/2006,Cave Hill Cemetery,Louisville,KY,USA,,,,,
621,armstsa01,Armstrong,Robert Livingston,Robert,07/04/1850,Baltimore,12/03/1917,Oakwood Cemetery,Fort Worth,Texas,USA,,,,,
623,arndtha01,Arndt,Harry John,Harry,02/12/1879,South Bend,03/25/1921,Cedar Grove Cemetery,South Bend,Indiana,USA,,,,,
626,arnolbi01,Arnold,Willis S.,Billy,03/02/1851,Middletown,01/18/1899,Albany Rural Cemetery,Menands,New York,USA,,,,,
630,arnovmo01,Arnovich,Morris,Morrie,11/16/1910,Superior,07/20/1959,Hebrew Cemetery,Superior,Wisconsin,USA,,,,,
635,arntzor01,Arntzen,Orie Edgar,Orie,10/18/1909,Beverly,01/28/1970,Cedar Memorial Park,Cedar Rapids,Iowa,USA,Mt. Moriah- Lot 407- Site 7,,,,
648,arroylu01,Arroyo,Luis Enrique,Luis,02/18/1927,Penuelas,01/13/2016,Cementerio Municipal de Penuelas,Penuelas,,Puerto Rico,,,,,
657,arundha01,Arundel,Harry,Harry,02/08/1855,Philadelphia,03/25/1904,Woodland Cemetery,Cleveland,Ohio,USA,,,,,
658,arundtu01,Arundel,John Thomas,Tug,06/30/1862,Auburn,09/05/1912,St. Joseph Cemetery,Auburn,New York,USA,,,,,
660,asbelji01,Asbell,James Marion,Jim,06/22/1914,Dallas,07/06/1967,Woodlawn Memorial Park,Colma,California,USA,,,,,
661,asbjoca01,Asbjornson,Robert Anthony,Casper,06/19/1909,Concord,01/21/1970,Wildwood Cemetery,Williamsport,Pennsylvania,USA,,,,,
662,asburor01,Asbury,Orlando Hinton,Orlando,09/06/1897,Brooklyn,09/13/1991,Pinelawn Cemetery,Farmingdale,NY,USA,,,,,
668,ashke01,Ash,Kenneth Lowther,Ken,09/16/1901,Anmoore,11/15/1979,Elk View Masonic Cemetery,Clarksburg,West Virginia,USA,,,,,
669,ashru01,Ash,Rudolph Thaddeus,Rudolph,11/02/1899,South Bend,02/--/1977,Highland Cemetery,South Bend,IN,USA,,,,,
674,ashburi01,Ashburn,Don Richard,Richie,03/19/1927,Tilden,09/09/1997,Gladwyne Methodist Church Cemetery,Gladwyne,Pennsylvania,USA,South West Corner- (Directly Behind The Church),,,,HOF
682,asmusto01,Asmussen,Thomas William,Tom,09/26/1878,Chicago,08/21/1963,Ridgewood Cemetery,Des Plaines,Illinois,USA,,,,,
692,astrojo01,Astroth,Joseph Henry,Joe,09/01/1922,East Alton,05/03/2013,South Florida National Cemetery,Lake Worth,Florida,USA,,,,,
697,atherch01,Atherton,Charles Morgan Herbert,Charlie,11/19/1873,New Brunswick,12/17/1935,Central Cemetery,Vienna,,Austria,,,,,
700,atkinal01,Atkinson,Albert Wright,Al,03/09/1861,Clinton,06/17/1952,Macedonia Cemetery,Stella,Missouri,USA,,,,,
705,atkinja01,Atkins,James Curtis,James,03/10/1921,Birmingham,02/28/2009,Jefferson Memorial Gardens,Birmingham,Alabama,USA,,,,,
706,atkinjo01,Atkins,Joseph Oscar,Joe,05/09/1922,Mobile,1970,Homewood Cemetery,Pittsburgh,PA,USA,,,,,
707,atkinle01,Atkinson,Hubert Burley,Lefty,06/04/1904,Chicago,02/12/1961,Mount Carmel Cemetery,Hillside,Illinois,USA,,,,,
709,atkinto01,Atkins,Francis Montgomery,Tommy,12/09/1887,Ponca,05/07/1956,Whitehaven Memorial Park,Mayfield,Ohio,USA,,,,,
713,attredi01,Attreau,Richard Gilbert,Dick,04/08/1897,Chicago,07/05/1964,Mount Olivet Cemetery,Chicago,Illinois,USA,,,,,
714,atwelto01,Atwell,Maurice Dailey,Toby,03/08/1924,Leesburg,01/25/2003,Cremated,,,,Ashes retained by family,,,,
715,atwoobi01,Atwood,William Franklin,Bill,09/25/1911,Rome,09/14/1993,Hillside Memorial Gardens,Snyder,Texas,USA,,,,,
716,atzja01,Atz,Jacob Henry,John,07/01/1879,Washington,05/22/1945,Hope Mausoleum- St. John Cemetery,New Orleans,Louisiana,USA,,,,,
717,aubreha01,Aubrey,Harry Herbert,Chub,07/05/1881,St. Joseph,09/18/1953,Loudon Park Cemetery,Baltimore,Maryland,USA,,,,,
725,augusco01,Augustus,Cornelius,Cornelius,09/17/1905,Guntown,03/30/1981,Greenwood Cemetery,Hillsdale,MO,USA,,,,,
730,aukerel01,Auker,Elden LeRoy,Elden,09/21/1910,Norcatur,08/04/2006,Cremated,,,,Ashes scattered in Elden Auker Memorial Park- Norcatur- KS,,,,
731,auldsle01,Aulds,Leycester Doyle,Tex,12/28/1920,Farmerville,10/13/1999,Hondo Cemetery,Hondo,Texas,USA,,,,,
732,aultdo01,Ault,Douglas Reagan,Doug,03/09/1950,Beaumont,12/22/2004,Forest Lawn Memorial Park,Beaumont,Texas,USA,,,,,
740,austihe01,Austin,Henry C.,Henry,10/  /1844,,11/02/1904,Amityville Cemetery,Amityville,New York,USA,,,,,
743,austiji01,Austin,James Philip,Jimmy,12/08/1879,Swansea,03/06/1965,Melrose Abbey Cemetery,Anaheim,California,USA,,,,,
750,autrych01,Autry,William Askew,Chick,01/02/1885,Humboldt,01/16/1976,Chapel of the Chimes,Santa Rosa,California,USA,Cremated,,,,
751,autrych02,Autry,Martin Gordon,Chick,03/05/1903,Martindale,01/26/1950,La Rosa Cemetery,Woodsboro,Texas,USA,,,,,
756,averiea01,Averill,Howard Earl,Earl,05/21/1902,Snohomish,08/16/1983,Grand Army of the Republic Cemetery,Snohomish,Washington,USA,7th Addition - Block 1 - Lot 427 - Grave 2,,,,HOF
763,avilabo01,Avila,Roberto Francisco (Gonzalez),Bobby,04/02/1924,Veracruz,10/26/2004,San Pedro & San Pablo Church Columbarium,Veracruz,Veracruz,Mexico,Cremated,,,,
767,avilera01,Aviles,Ramon Antonio (Miranda),Ramon,01/22/1952,Manati,01/27/2020,Cementerio Municpal Historico de Vega Baja,Vega baja,,Puerto Rico,,,,,
768,avreaja01,Avrea,James Epherium,Jay,07/06/1920,Cleburne,06/26/1987,Laurel Land Memorial Park,Dallas,Texas,USA,,,,,
769,awkarru01,Awkard,Russell Alfred,Russell,10/07/1917,Howard County,04/01/2002,Gate of Heaven Cemetery,Silver Spring,MD,USA,,,,,
778,aydelja01,Aydelott,Jacob Stuart,Jake,07/06/1861,Marion,10/22/1926,Converse Cemetery,Mier,Indiana,USA,,,,,
779,ayersbi01,Ayers,William Oscar,Bill,09/27/1919,Newnan,09/24/1980,Oakhill Cemetery,Newnan,Georgia,USA,,,,,
780,ayersdo01,Ayers,Yancey Wyatt,Doc,05/21/1891,Snake Creek,05/26/1968,Grantham Cemetery,Draper,Virginia,USA,,,,,
782,aylwadi01,Aylward,Richard John,Dick,06/04/1925,Baltimore,06/11/1983,Glen Abbey Memorial Park,Bonita,California,USA,,,,,
787,azocaos01,Azocar,Oscar Gregorio (Azocar),Oscar,02/21/1965,Soro,06/14/2010,Jardines del Recuerdo,Valencia,Carabobo,Venezuela,,,,,
788,babbch01,Babb,Charles Amos,Charlie,02/20/1873,Milwaukie,03/19/1954,Lone Fir Cemetery,Portland,Oregon,USA,Cremated,,,,
791,babelo01,Babe,Loren Rolland,Loren,01/11/1928,Pisgah,02/14/1984,Calvary Cemetery,Omaha,Nebraska,USA,,,,,
792,babinch01,Babington,Charles Percy,Charlie,05/04/1895,Cranston,03/22/1957,Oakland Cemetery,Providence,Rhode Island,USA,,,,,
793,babicjo01,Babich,John Charles,Johnny,05/14/1913,Albion,01/19/2001,St. Joseph Cemetery,San Pablo,California,USA,Cremated,,,,
797,backmle01,Backman,Lester John,Les,03/20/1888,Cleves,11/08/1975,Spring Grove Cemetery,Cincinnati,Ohio,USA,,,,,
799,baconed01,Bacon,Edgar Suter,Eddie,04/08/1895,Frankfort,10/02/1963,Peak's Mill Cemetery,Peak's Mill,Kentucky,USA,,,,,
804,baczefr01,Baczewski,Frederic John,Fred,05/15/1926,St. Paul,11/14/1976,Holy Cross Cemetery & Mausoleum,Culver City,California,USA,,,,,
806,baderar01,Bader,Arthur Herman,Art,09/21/1886,St. Louis,04/05/1957,Valhalla Cemetery,St. Louis,Missouri,USA,,,,,
809,baderlo01,Bader,Lore Verne,King,04/27/1888,Bader,06/02/1973,Le Roy Cemetery,Le Roy,Kansas,USA,,,,,
810,badgrre01,Badgro,Morris Hiram,Red,12/01/1902,Orillia,07/13/1998,Hillcrest Burial Park,Kent,Washington,USA,,,,,
812,baeched01,Baecht,Edward Joseph,Ed,05/15/1907,Paden,08/15/1957,Oak Grove Cemetery,Jerseyville,Illinois,USA,,,,,
825,bagbyji01,Bagby,James Charles Jacob Sr.,Jim,10/05/1889,Barnett,07/28/1954,Westview Cemetery,Atlanta,Georgia,USA,Section 35 - Lot 447 - Grave 3,,,,
826,bagbyji02,Bagby,James Charles Jacob Jr.,Jim,09/08/1916,Cleveland,09/02/1988,Westview Cemetery,Atlanta,Georgia,USA,,,,,
827,bagwebi01,Bagwell,William Mallory,Bill,02/24/1895,Choudrant,10/05/1976,Sibley Cemetery,Sibley- Lincoln Parish,Louisiana,USA,,,,,
830,bahred01,Bahr,Edson Garfield,Ed,10/16/1919,Rouleau,04/06/2007,Floral Hills Cemetery,Lynnwood,Washington,USA,Cremated,,,,
831,bahrefr01,Bahret,Franklin Fletcher,Frank,1858,Poughkeepsie,03/30/1888,Poughkeepsie Rural Cemetery,Poughkeepsie,New York,USA,,,,,
832,baichgr01,Baichley,Grover Cleveland,Grover,12/10/1889,Toledo,06/28/1956,Golden Gate National Cemetery,San Bruno,California,USA,,,,,
834,baileal01,Bailey,Alonza,Alonza,02/16/1904,Riceboro,04/26/1984,Glenwood Memorial Cemetery,West Palm Beach,FL,USA,,,,,
837,bailebi01,Bailey,William F.,Bill,04/12/1888,Fort Smith,11/02/1926,Forest Park Lawndale Cemetery,Houston,Texas,USA,Section I- Lot 128,,,,
838,bailebi02,Bailey,Harry Lewis,Bill,11/19/1881,Shawnee,10/27/1967,Acacia Memorial Park,Seattle,Washington,USA,,,,,
843,baileed01,Bailey,Lonas Edgar,Ed,04/15/1931,Strawberry Plains,03/23/2007,Tennessee Veterens Cemetery,Knoxville,Tennessee,USA,,,,,
844,bailefr01,Bailey,Frederick Middleton,Fred,08/16/1895,Mount Hope,08/16/1972,Spring Hill Cemetery,Huntington,West Virginia,USA,,,,,
845,bailege01,Bailey,Arthur Eugene,Gene,11/25/1893,Pearsall,11/14/1973,Hollywood Cemetery,Houston,Texas,USA,,,,,
848,baileha01,Bailey,Harvey Francis,Harvey,11/24/1876,Palmyra,07/10/1922,Greenlawn Cemetery,Delta,Ohio,USA,,,,,
851,baileki01,Bailey,Linwood Clifton,King,11/22/1869,Tunstall's Station,11/19/1917,Riverside Cemetery,Macon,Georgia,USA,Block Lilac- Row E,,,,
857,bailesw01,Bailey,Abraham Lincoln,Sweetbread,02/12/1895,Joliet,09/27/1939,Elmhurst Cemetery,Joliet,Illinois,USA,,,,,
861,bainlo01,Bain,Herbert Loren,Loren,07/04/1922,Staples,11/24/1996,Cremated,,,,,,,,
862,bairdal01,Baird,Albert Wells,Al,06/02/1895,Cleburne,11/27/1976,Forest Park East Cemetery,Shreveport,Louisiana,USA,Section 12- Lot 10,,,,
863,bairdbo01,Baird,Robert Allen,Bob,01/16/1940,Knoxville,04/11/1974,Lynnhurst Cemetery,Knoxville,Tennessee,USA,Section P - Block 4 - Lot 371 - Space 5,,,,
865,bairddo01,Baird,Howard Douglas,Doug,09/27/1891,St. Charles,06/13/1967,Valhalla Cemetery,St. Louis,Missouri,USA,,,,,
870,bakeral01,Baker,Albert Jones,Al,02/28/1906,Batesville,11/06/1982,Butler Family Cemetery,Kenedy,Texas,USA,,,,,
872,bakerbi01,Baker,William Presley,Bill,02/22/1911,Paw Creek,04/13/2006,Unity Presbyterian Church Cemetery,Woodleaf,North Carolina,USA,,,,,
873,bakerbo01,Baker,Charles,Bock,07/17/1878,Troy,08/17/1940,New York City Cemetery (Potters Field),Bronx,New York,USA,,,,,
875,bakerch01,Baker,Charles Arthur,Charlie,01/15/1856,West Boylston,01/15/1937,Forestvale Cemetery,Hudson,Massachusetts,USA,,,,,
880,bakerde01,Baker,Delmer David,Del,05/03/1892,Sherwood,09/11/1973,Sunset Memorial Park,San Antonio,Texas,USA,Mausoleum- Crypt 403-D,,,,
881,bakenda01,Bakenhaster,David Lee,Dave,03/05/1945,Columbus,07/30/2014,Jersey Universalist Cemetery,Pataskala,Ohio,USA,,,,,
883,bakerer01,Baker,Earnest Gould,Ernie,08/08/1875,Concord,10/25/1945,Maple Grove Cemetery,Concord,Michigan,USA,,,,,
886,bakerfr01,Baker,John Franklin,Home Run,03/13/1886,Trappe,06/28/1963,Spring Hill Cemetery of Talbot County,Easton,Maryland,USA,Division K- Section 38; 38.46.693N 76.04.448W,,,,HOF
887,bakerfl01,Baker,Floyd Wilton,Floyd,10/10/1916,Luray,11/16/2004,Forest Lawn Memorial Park,Boardman,Ohio,USA,,,,,
888,bakerfr02,Baker,Frank,Frank,01/11/1944,Bartow,01/28/2010,Florida National Cemetery,Bushnell,Florida,USA,,,,,
889,bakerge02,Baker,Eugene Walter,Gene,06/15/1925,Davenport,12/01/1999,Rock Island National Cemetery,Rock Island,Illinois,USA,,,,,
890,bakerge01,Baker,George F.,George,08/20/1857,St. Louis,01/29/1915,Old St. Marcus Cemetery,St. Louis,Missouri,USA,,George F. Boecke,,,
891,bakerho01,Baker,Howard Francis,Howard,03/01/1888,Bridgeport,01/16/1964,St. Michael Cemetery,Stratford,Connecticut,USA,,,,,
895,bakerje01,Baker,Jesse Ormond,Jesse,06/03/1888,Anderson Island,09/26/1972,Mountain View Memorial Park,Tacoma,Washington,USA,,,,,
896,bakelje01,Bakley,Edward Enoch,Jersey,04/17/1864,Blackwood,02/17/1915,Greenmount Cemetery,Philadelphia,Pennsylvania,USA,,Edward Enoch Bakeley,,,
898,bakerje02,Baker,Jesse,Jesse,03/04/1895,Cleveland,07/29/1976,Pomona Cemetery,Pomona,California,USA,,Michael Myron Silverman,,,
900,bakerki01,Baker,Kirtley,Kirtley,06/24/1869,Aurora,04/13/1927,Greendale Cemetery,Greendale,Indiana,USA,,,,,
902,bakerno01,Baker,Norman Leslie,Norm,10/14/1862,Philadelphia,02/20/1949,Wenonah Cemetery,Wenonah,New Jersey,USA,,,,,
903,bakerne01,Baker,Neal Vernon,Neal,04/30/1904,LaPorte,01/05/1982,Woodlawn Garden of Memories,Houston,Texas,USA,Block 53 - Lot 107 - Unit C - Space 2,,,,
904,bakerph01,Baker,Philip,Phil,09/19/1856,Philadelphia,06/04/1940,Glenwood Cemetery,Washington,D.C.,USA,,,,,
905,bakerru01,Baker,Rufus,Rufus,09/20/1918,Bridgeport,06/22/1992,Oak Lawn Cemetery,Fairfield,CT,USA,,,,,
909,bakertr01,Baker,Trace Lee,Tracy,11/07/1891,Pendleton,03/14/1975,Westwood Hills Memorial Park,Placerville,California,USA,,,,,
910,bakerto02,Baker,Thomas Henry,Tom,05/06/1934,Port Townsend,03/09/1980,Laurel Grove Cemetery,Port Townsend,Washington,USA,,,,,
911,bakerto01,Baker,Thomas Calvin,Tom,06/11/1913,Nursery,01/03/1991,Greenwood Memorial Park,Fort Worth,Texas,USA,Garden Of Love- Lot 952- Space 2.,,,,
914,balasmi01,Balas,Mitchell Francis,Mike,05/09/1910,Lowell,10/15/1996,Cremated,,,,Ashes retained by family,Michael Francis Balaski,,,
916,balcebo01,Balcena,Robert Rudolph,Bobby,08/01/1925,San Pedro,01/05/1990,Cremated,,,,Ashes scattered off the coast of Santa Monica- CA,,,,
918,baldwbi01,Baldwin,Robert Harvey,Billy,06/09/1948,Tazewell,06/28/2011,Cremated,,,,,,,,
920,baldwfr01,Baldwin,Frank DeWitt,Frank,12/25/1928,High Bridge,11/18/2004,Oak Hill Cemetery,Glendale,Ohio,USA,,,,,
921,baldwha01,Baldwin,Howard Edward,Harry,06/03/1900,Baltimore,01/23/1958,Oak Lawn Cemetery,Baltimore,Maryland,USA,,,,,
922,baldwhe01,Baldwin,Henry Clay,Henry,06/13/1894,Chadds Ford,02/24/1964,Birmingham-Lafayette Cemetery,West Chester,Pennsylvania,USA,,,,,
926,baldwki01,Baldwin,Clarence Geoghan,Kid,11/01/1864,Newport,07/10/1897,Longview Asylum Cemetery,Cincinnati,Ohio,USA,,,,,
927,baldwla01,Baldwin,Charles B.,Lady,04/08/1859,Oramel,03/07/1937,Riverside Cemetery,Hastings,Michigan,USA,,,,,
928,baldwma01,Baldwin,Marcus Elmore,Mark,10/29/1863,Pittsburgh,11/10/1929,Allegheny Cemetery,Pittsburgh,Pennsylvania,USA,,,,,
929,baldwo.01,Baldwin,Orson Frederick,Orson,11/03/1881,Carson City,02/16/1942,Cremated,,,,,,,,
934,baldwti01,Baldwin,Robert West,Tiny,02/16/1904,Indianapolis,05/14/1959,Crown Hill Cemetery,Indianapolis,IN,USA,,,,,
940,balenmi01,Balenti,Michael Richard,Mike,07/03/1886,Calumet,08/04/1955,Altus Cemetery,Altus,Oklahoma,USA,,,,,
943,ballar01,Ball,Arthur,Art,04/  /1872,Madison,12/26/1915,Mount Olivet Cemetery,Chicago,Illinois,USA,,,,,
950,ballji01,Ball,James Chandler,Jim,02/22/1884,Harford County,04/07/1963,Calvary Cemetery,Los Angeles,California,USA,,,,,
952,ballima01,Ballinger,Mark Alan,Mark,01/31/1949,Glendale,06/13/2014,Cremated,,,,Ashes retained by family,,,,
953,ballne01,Ball,Cornelius,Neal,04/22/1881,Grand Haven,10/15/1957,Mountain Grove Cemetery,Bridgeport,Connecticut,USA,Section G- Lot 133 1/2- Grave 7,,,,
954,ballepe01,Ballenger,Pelham Ashby,Pelham,02/06/1894,Gilreath Mill,12/08/1948,Graceland Cemetery,Greenville,South Carolina,USA,,,,,
956,ballowi01,Ballou,Noble Winfred,Win,11/30/1897,Mount Morgan,01/29/1963,Woodlawn Memorial Park,Colma,California,USA,,,,,
957,ballwa01,Ball,Walter Thomas,Walter,09/12/1877,Detroit,12/16/1946,Lincoln Cemetery,Blue Island,IL,USA,,,,,
960,bambege01,Bamberger,George Irvin,George,08/01/1923,Staten Island,04/04/2004,Bay Pines National Cemetery,Bay Pines,Florida,USA,Cremated,,,,
961,bambeha01,Bamberger,Harold Earl,Hal,10/29/1924,Lebanon,11/14/2010,Robeson Cemetery,Plowville,Pennsylvania,USA,,,,,
963,bancrda01,Bancroft,David James,Dave,04/20/1891,Sioux City,10/09/1972,Greenwood Cemetery,Superior,Wisconsin,USA,Block 5- Tier 2- Grave 4,,,,HOF
964,bancrfr99,Bancroft,Frank Carter,Frank,05/09/1846,Lancaster,03/30/1921,Spring Grove Cemetery,Cincinnati,Ohio,USA,,,,,
965,banckst01,Bancker,John V.,Studs,1853,Philadelphia,10/07/1888,Old Cathedral Cemetery,Philadelphia,Pennsylvania,USA,,,,,
974,banksev01,Bankston,Wilborn Everett,Bill,05/25/1893,Barnesville,02/26/1970,Fredonia Church Cemetery,Barnesville,Georgia,USA,,,,,
975,banksbi01,Yerrick,William John,Bill,02/26/1874,Danville,09/08/1936,Odd Fellows Cemetery,Danville,Pennsylvania,USA,,,,,
976,bankhda01,Bankhead,Daniel Robert,Dan,05/03/1920,Empire,05/02/1976,Houston National Cemetery,Houston,Texas,USA,,,,,
977,bankser01,Banks,Ernest,Ernie,01/31/1931,Dallas,01/23/2015,Graceland Cemetery,Chicago,Illinois,USA,,,,,HOF
978,bankhfr01,Bankhead,Fred,Fred,11/22/1912,Sulligent,12/17/1972,New Park Cemetery,Memphis,TN,USA,,,,,
980,banksge01,Banks,George Edward,George,09/24/1938,Pacolet Mills,03/01/1985,Pacolet Memorial Gardens,Pacolet,South Carolina,USA,,,,,
986,bankhsa01,Bankhead,Samuel Howard,Sam,09/18/1910,Sulligent,07/24/1976,Greenwood Cemetery,Sharpsburg,PA,USA,,,,,
996,bannoji01,Bannon,James Henry,Jimmy,05/05/1871,Amesbury,03/24/1948,St. Mary's Cemetery,Rochester,New Hampshire,USA,,,,,
997,banniji01,Banning,James M.,Jim,06/11/1865,New York,10/14/1952,Calvary Cemetery,St. Paul,Minnesota,USA,Section 46 Block 6 Lot 5 (unmarked),,,,
999,bannoto01,Bannon,Thomas Edward,Tom,05/08/1869,Amesbury,01/26/1950,St. Joseph Cemetery,Lynn,Massachusetts,USA,,Thomas Edward Bannin,,,
1001,bantaja01,Banta,Jackie Kay,Jack,06/24/1925,Hutchinson,09/17/2006,Penwell-Gabel Cemetery,Hutchinson,Kansas,USA,,,,,
1009,barbobu01,Barbour,Elmore B.,Bull,10/23/1892,Greenfield,06/27/1948,Greenfield Cemetery,Greenfield,OH,USA,,,,,
1010,barbebu01,Barbee,John Quincy Adams,Bud,03/16/1914,Durham,01/14/2000,Glennview Memorial Park,Durham,NC,USA,,,,,
1011,barbech01,Barber,Charles D.,Charlie,1854,Philadelphia,11/23/1910,Body donated to medical science,,,,,,,,
1012,barbeda01,Barbee,David Monroe,Dave,05/07/1905,Greensboro,07/01/1968,Guilford Memorial Park,Greensboro,North Carolina,USA,,,,,
1013,barbefr01,Barberich,Frank Frederick,Frank,02/03/1882,New Town,05/01/1965,Greenfield Cemetery,Hempstead,New York,USA,,,,,
1015,barbeja01,Barbeau,William Joseph,Jap,06/10/1882,New York,09/10/1969,Holy Cross Cemetery,Milwaukee,Wisconsin,USA,,,,,
1019,barbare01,Barbary,Donald Odell,Red,06/20/1920,Simpsonville,09/27/2003,Cannon Memorial Park,Fountain Inn,South Carolina,USA,,,,,
1021,barbest01,Barber,Stephen David,Steve,02/22/1938,Takoma Park,02/04/2007,Cremated,,,,Ashes scattered in southern Nevada desert,,,,
1024,barbetu01,Barber,Tyrus Turner,Turner,07/09/1893,Lavinia,10/20/1968,Oakwood Cemetery,Milan,Tennessee,USA,,,,,
1025,barbawa01,Barbare,Walter Lawrence,Walter,08/11/1891,Greenville,10/28/1965,Graceland Cemetery,Greenville,South Carolina,USA,,,,,
1026,barclcu01,Barclay,Curtis Cordell,Curt,08/22/1931,Chicago,03/25/1985,Cremated,,,,,,,,
1027,barclge01,Barclay,George Oliver,George,05/16/1876,Millville,04/03/1909,Easton Cemetery,Easton,Pennsylvania,USA,,,,,
1033,barera01,Bare,Raymond Douglas,Ray,04/15/1949,Miami,03/29/1994,Miami Memorial Park,Miami,Florida,USA,,,,,
1034,barfocl01,Barfoot,Clyde Raymond,Clyde,07/08/1891,Richmond,03/11/1971,Forest Lawn Memorial Park,Glendale,California,USA,,,,,
1036,barfijo01,Barfield,John David,John,10/15/1964,Pine Bluff,12/24/2016,Roselawn Memorial Park,Little Rock,Arkansas,USA,,,,,
1038,bargecy01,Barger,Eros Bolivar,Cy,05/18/1885,Jamestown,09/23/1964,Columbia City Cemetery,Columbia,Kentucky,USA,,,,,
1041,barkeal01,Barker,Alfred L.,Al,01/18/1839,Lost Creek,09/15/1912,Cedar Bluff Cemetery,Rockford,Illinois,USA,Block 8- Lot 6- Grave 11,,,,
1052,barklre01,Barkley,John Duncan,Red,09/19/1912,Childress,12/12/2000,Oakwood Cemetery,Waco,Texas,USA,,,,,
1053,barkera01,Barker,Raymond Herrell,Ray,03/12/1936,Martinsburg,05/29/2018,Rosedale Cemetery,Martinsburg,West Virginia,USA,,,,,
1055,barklsa01,Barkley,Samuel W.,Sam,05/24/1858,Wheeling,04/20/1912,Peninsula Cemetery,Wheeling,West Virginia,USA,,,,,
1056,barlial99,Barlick,Albert Joseph,Al,04/02/1915,Springfield,12/27/1995,Cremated,,,,Ashes scattered,,,,HOF
1068,barnibi01,Barnie,William Harrison,Billy,01/26/1853,New York,07/15/1900,Green-Wood Cemetery,Brooklyn,New York,USA,,,,,
1069,barnaba01,Barna,Herbert Paul,Babe,03/02/1915,Clarksburg,05/18/1972,Mountain View Memorial Park,Charleston,West Virginia,USA,,,,,
1070,barnebi01,Barnes,William Horace,Bill,04/13/1858,Shakopee,07/10/1945,Riverview Cemetery,St. Paul,Minnesota,USA,,,,,
1071,barnebo01,Barnes,Robert Avery,Bob,01/06/1902,Washburn,12/08/1993,Lacon Cemetery,Lacon,Illinois,USA,,,,,
1075,barnach01,Barnabe,Charles Edward,Charlie,06/12/1900,Russell Gulch,08/16/1977,Rosemound Cemetery,Waco,Texas,USA,,,,,
